word_family_id,canonical_headword,forms,derived_forms,compound_forms,categories,register,meaning_en_simple,related_words,opposites,raw_count_total,document_frequency_total,source_diversity,source_tables,confidence,needs_human_review
earthstorm,earthstorm,earthstorm,,,elements_primalists,,"a type of powerful, elemental force",powerful;elemental;force,,13,13,2,ItemSparse;JournalEncounterSection,0.3,True
ease,ease,ease,,,travel_places,,a state of freedom from difficulty or effort,comfort;relief;satisfaction,difficulty;hardship;struggle,13,13,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
eclipse,eclipse,eclipse,,,elements_primalists,,a type of celestial event where one body passes in front of another,celestial;event;body,,13,13,2,ItemSparse;JournalEncounterSection,0.2,True
embodiment,embodiment,embodiment,embodiment,,corruption_defilement_curse,,a person or thing that represents an idea or concept,symbol;representation,,13,13,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
empyreal,empyreal,empyreal,,,void_old_gods_cosmic_horror,,relating to the spiritual or ethereal realm,spiritual;ethereal;realm,,13,12,2,ItemSparse;JournalEncounterSection,0.1,True
eviscerator,eviscerator,eviscerator,,,forge_weapons_armor,,"a type of deadly, cutting instrument",deadly;cutting;instrument,,13,13,2,ItemSparse;JournalEncounterSection,0.9,False
evolution,evolution,evolution,evolution,,corruption_defilement_curse,,the process of change or development over time,growth;progress,,13,10,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
exact,exact,exact,,,corruption_defilement_curse,,precise or accurate in measurement or calculation,exact;precise,,13,13,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
except,except,except,,,law_oath_crime,,excluding or leaving out something,exclude;leave out;omit,include;add;encompass,13,13,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
exceptional,exceptional,exceptional,,,nobility_titles_power,,above or beyond what is normal or expected,above;beyond;normal,,13,13,2,BroadcastText;ItemSparse,0.8,False
execute,execute,execute,,,corruption_defilement_curse,,to carry out or put into effect a plan or decision,carry;out,,13,13,3,BroadcastText;JournalEncounter;JournalEncounterSection,0.8,False
expert,expert,expert,,,family_relationships,,a person with great knowledge or skill in a particular area,specialist;authority;master,novice;amateur;inexperienced,13,12,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
faerin,faerin,faerin,,,pandaria_mists_celestials,,"a type of mythical, otherworldly being",mythical;otherworldly;being,,13,13,2,BroadcastText;ItemSparse,0.7,True
fortitude,fortitude,fortitude,,,emotion_morality,,the quality of being strong and courageous in the face of adversity,courage;bravery;resolution,cowardice;fearfulness;weakness,13,13,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
franzok,franzok,franzok,,,dragons_draconic,,"a type of powerful, draconic creature",powerful;draconic;creature,,13,9,2,JournalEncounter;JournalEncounterSection,0.5,True
frigid,frigid,frigid,,,corruption_defilement_curse,,extremely cold or chilly,cold;chilly,,13,12,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
fusion,fusion,fusion,,,corruption_defilement_curse,,the process of combining two or more things to form a new entity,merging;combining,,13,13,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
garnet,garnet,garnet,,,forge_weapons_armor,,"a type of precious, gemstone-like mineral",precious;gemstone;mineral,,13,13,2,ItemNameDescription;ItemSparse,0.3,True
glaive,glaive,glaive,,,corruption_defilement_curse,,a type of sword or blade with a curved or hooked shape,sword;blade,,13,13,3,BroadcastText;ItemSparse;JournalEncounterSection,0.9,False
golganneth,golganneth,golganneth,,,light_holy,,one of the seven Stones of Creation,creation;stones,,13,12,2,BroadcastText;JournalEncounterSection,1.0,False
grandmaster,grandmaster,grandmaster,,,corruption_defilement_curse,,a high-ranking official or expert in a particular field,master;expert,,13,12,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
grateful,grateful,grateful,,,emotion_morality,,feeling thankful or appreciative,thankful;appreciative,ungrateful,13,13,2,BroadcastText;ItemSparse,1.0,False
grievou,grievou,grievous,,,corruption_defilement_curse,,causing or resulting in great suffering or pain,suffering;pain,,13,13,2,ItemSparse;JournalEncounterSection,1.0,False
groan,groan,groans,,,corruption_defilement_curse,,"making a low, mournful sound",mournful;sound,,13,13,2,BroadcastText;ItemSparse,1.0,False
group,group,groups,,,corruption_defilement_curse,,a number of people or things that are together or associated,teams;cliques,,13,12,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
gust,gust,gust,,,nature_druid_emerald,,"a sudden, brief burst of wind or air",wind;air,,13,13,2,ItemSparse;JournalEncounterSection,1.0,False
harder,harder,harder,,,corruption_defilement_curse,,more difficult or challenging,,,13,13,3,BroadcastText;ItemSparse;JournalEncounter,0.5,True
high-rank,high-rank,high-ranking,,high-ranking,nobility_titles_power,,having a high position or status,important;influential;prestigious,low-ranking;unimportant;insignificant,13,13,1,ItemSparse,0.9,False
humm,humm,humming,,,nature_druid_emerald,,"making a low, steady sound, often indicating activity or power",sound;activity,,13,13,2,BroadcastText;ItemSparse,1.0,False
ick,ick,ick,,,corruption_defilement_curse,,a feeling of disgust or revulsion,,,13,9,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
immobilize,immobilize,immobilize,,,corruption_defilement_curse,,to make something unable to move or act,move;act,,13,13,2,ItemSparse;JournalEncounterSection,1.0,False
inhabit,inhabit,inhabited,,,death_undead_crypt,,occupied or lived in by people or creatures,people;creatures,,13,13,2,ItemSparse;JournalEncounter,1.0,False
insect,insect,insects,,,death_undead_crypt,,"small animals with six legs, such as bees or ants",,,13,13,3,BroadcastText;ItemSparse;JournalEncounterSection,0.5,True
iri,iri,iris,,,ancient_ruins_memory,,a type of flower or a part of the eye,flower;petal;eye,thistle;dandelion;weed,13,11,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.6,True
isiset,isiset,isiset,,,ancient_ruins_memory,,a lost priesthood or a construct of magic,,,13,11,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
jan'alai,jan'alai,jan'alai,,,ancient_ruins_memory,,a person or thing associated with the past,past;history;antiquity,present;future;contemporary,13,10,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
karsh,karsh,karsh,,,dragons_draconic,,a type of drakonid or dragon-like creature,drakonid;dragon,,13,8,2,JournalEncounter;JournalEncounterSection,1.0,False
krick,krick,krick,,,void_old_gods_cosmic_horror,,a type of necromancer or dark magic user,necromancer;magic,,13,8,2,JournalEncounter;JournalEncounterSection,1.0,False
leadership,leadership,leadership,,,family_relationships,,the position or role of leading a group or organization,leadership;management;direction,followership;subordination;obedience,13,13,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
legion,legion,legions,,,light_holy,,large groups of soldiers or followers,armies;troops;followers,,13,13,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
loamm,loamm,loamm,,,pandaria_mists_celestials,,"a place or location, possibly a city or town",place;location,,13,13,2,BroadcastText;ItemSparse,1.0,False
locus-walker,locus-walker,locus-walker,,locus-walker,pandaria_mists_celestials,,"Locus-Walker, Pandaria and mists",ethereals;K'aresh,,13,13,2,BroadcastText;ItemSparse,1.0,False
lok'tar,lok'tar,lok'tar,,,nobility_titles_power,,"a battle cry or war shout, possibly used by the Horde",battle;cry,,13,13,2,BroadcastText;ItemSparse,1.0,False
lothraxion,lothraxion,lothraxion,,,dragons_draconic,,a dragon or a powerful being,,,13,12,3,BroadcastText;JournalEncounter;JournalEncounterSection,0.5,True
lovingly,lovingly,lovingly,,,emotion_morality,,in a loving or affectionate manner,loving;affectionate,,13,13,2,ItemSparse;JournalEncounter,1.0,False
mallet,mallet,mallet,,,forge_weapons_armor,,a type of hammer or club used for pounding or striking,hammer;club,,13,12,2,BroadcastText;ItemSparse,1.0,False
manaforge,manaforge,manaforge,,,corruption_defilement_curse,,a place where mana is created or manipulated,mana;creation;manipulation,,13,13,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
manner,manner,manner,,,corruption_defilement_curse,,a way or method of doing something,way;method;approach,,13,13,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
market,market,market,,,trade_crafting,,a place where goods or services are bought and sold,goods;services,,13,13,2,BroadcastText;ItemSparse,1.0,False
marshal,marshal,marshal,,,nobility_titles_power,,a high-ranking military officer or a person in charge of something,,,13,13,3,BroadcastText;ItemSparse;JournalEncounterSection,0.5,True
mekkatorque,mekkatorque,mekkatorque,,,dragons_draconic,,a type of dragon or dragon-like creature,dragon;creature;beast,,13,10,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
melt,melt,melt,,,elements_primalists,,"to change from a solid to a liquid state, often due to heat",solid;liquid;heat,,13,12,2,ItemSparse;JournalEncounterSection,1.0,False
menac,menac,menacing,,,corruption_defilement_curse,,intimidating or threatening,intimidation;threat;danger,,13,13,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
milk,milk,milk,,,nature_druid_emerald,,a nutritious liquid produced by female mammals for their young,liquid;nutritious,,13,13,2,ItemSparse;JournalEncounterSection,1.0,False
mindless,mindless,mindless,,,corruption_defilement_curse,,lacking intelligence or reason,intelligence;reason;rationality,,13,13,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
mineral,mineral,minerals,,,elements_primalists,,"substances found in the earth, often used in crafting or construction",earth;crafting,,13,13,2,BroadcastText;ItemSparse,1.0,False
muck,muck,muck,,,corruption_defilement_curse,,a type of filth or impurity,filth;impurity;uncleanness,,13,12,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
mundane,mundane,mundane,,,trade_crafting,,ordinary or uninteresting,,,13,13,3,BroadcastText;ItemSparse;JournalEncounter,0.5,True
naglfar,naglfar,naglfar,,,death_undead_crypt,,a ship or a ferryman of souls,,,13,9,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
naraxa,naraxa,naraxas,,,void_old_gods_cosmic_horror,,"a type of monster or creature, possibly worshipped by the drogbar",monster;creature,,13,8,2,JournalEncounter;JournalEncounterSection,1.0,False
nasty,nasty,nasty,,,corruption_defilement_curse,,unpleasant or disagreeable,,,13,13,3,BroadcastText;ItemSparse;JournalEncounterSection,0.5,True
naz'jar,naz'jar,naz'jar,,,pandaria_mists_celestials,,"a person or character, possibly a queen or leader",person;character,,13,9,2,JournalEncounter;JournalEncounterSection,1.0,False
nazan,nazan,nazan,,,void_old_gods_cosmic_horror,,"a person or character, possibly a necromancer or dark magic user",person;character,,13,13,2,JournalEncounter;JournalEncounterSection,1.0,False
nightmarish,nightmarish,nightmarish,,,corruption_defilement_curse,,frightening or disturbing,,,13,13,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
niuzao,niuzao,niuzao,,,light_holy,,a black ox,,,13,10,2,JournalEncounter;JournalEncounterSection,1.0,False
norgannon,norgannon,norgannon,,,void_old_gods_cosmic_horror,,a type of ancient or powerful being,ancient;powerful;being,,13,13,4,ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
occu'thar,occu'thar,occu'thar,,,void_old_gods_cosmic_horror,,a ravenous demon,,,13,10,2,JournalEncounter;JournalEncounterSection,1.0,False
owl,owl,owl,,,nature_druid_emerald,,a bird of prey,,,13,13,2,ItemSparse;JournalEncounterSection,1.0,False
participate,participate,participate,,,war_conflict,,to take part in a fight or battle,,,13,13,2,ItemSparse;JournalEncounterSection,1.0,False
peer,peer,peer;peers,,,family_relationships;nobility_titles_power,,a person of equal status or rank with another,equal;companion;associate,inferior;subordinate;dependent,13,13,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.3,True
pin,pin,pin,,,forge_weapons_armor,,a small metal fastener,,,13,13,2,ItemSparse;JournalEncounterSection,1.0,False
preserve,preserve,preserve,,,corruption_defilement_curse,,to keep or maintain something in a certain state,keep;maintain;conserve,,13,13,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
prioress,prioress,prioress,,,nobility_titles_power,,a high-ranking female member of a religious order,,,13,11,2,JournalEncounter;JournalEncounterSection,1.0,False
prophecy,prophecy,prophecy,,,ancient_ruins_memory,,a prediction or forecast of the future,,,13,13,3,BroadcastText;ItemSparse;JournalEncounter,0.5,True
reap,reap,reap,,,corruption_defilement_curse,,to harvest or gather something,harvest;gather;collect,,13,12,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
regenerative,regenerative,regenerative,,,corruption_defilement_curse,,able to heal or restore itself,,,13,10,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
reserve,reserve,reserves,,,trade_crafting,,a store of resources or supplies,,,13,13,3,BroadcastText;JournalEncounter;JournalEncounterSection,0.5,True
rewind,rewind,rewind,,,travel_places,,to turn back or go backwards in time,,,13,13,2,ItemSparse;JournalEncounterSection,1.0,False
ripple,ripple,ripple,,,nature_druid_emerald,,a small wave or disturbance in a liquid,,,13,13,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
rylak,rylak,rylak,,,travel_places,,a type of air travel or a local rylak,,,13,12,3,BroadcastText;ItemSparse;JournalEncounterSection,0.5,True
sabellian,sabellian,sabellian,,,corruption_defilement_curse,,"a follower of Sabellius, a heretic who denied the divinity of Christ",heresy;blasphemy;defilement,holiness;sanctity,13,13,3,BroadcastText;ItemNameDescription;ItemSparse,0.8,False
sad,sad,sad,,,emotion_morality,,feeling unhappy or sorrowful,,,13,13,2,BroadcastText;ItemSparse,1.0,False
sash,sash,sash,,,forge_weapons_armor,,"a long, narrow piece of fabric worn around the waist",,,13,13,2,ItemNameDescription;ItemSparse,1.0,False
satyr,satyr,satyr,,,death_undead_crypt,,"a mythological creature with goat-like features, often associated with the underworld",goat;underworld;mythology,life;beauty,13,12,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
serenity,serenity,serenity,,,nature_druid_emerald,,a state of being calm and peaceful,,,13,13,2,ItemSparse;JournalEncounterSection,1.0,False
sheep,sheep,sheep,,,trade_crafting,,a domesticated mammal raised for its wool and meat,,,13,12,2,ItemSparse;JournalEncounterSection,1.0,False
shin,shin,shining,,,magic_artifacts_runes,,giving off light or radiance,,,13,13,2,ItemSparse;JournalEncounterSection,1.0,False
silithid,silithid,silithid,,,corruption_defilement_curse,,a type of insect or creature,insect;creature;being,,13,12,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
